Order ID,Product ID,Quantity,Total
CA-2017-111682,OFF-BI-10001460,4,1952.68
CA-2017-111682,OFF-AR-10001868,1,35.86
CA-2016-135545,TEC-AC-10004633,2,762.3
CA-2016-135545,OFF-BI-10001078,4,1705.28
CA-2016-135545,OFF-PA-10003892,3,100.74
CA-2016-135545,FUR-FU-10000397,2,798.36
US-2016-164175,FUR-CH-10001146,1,198.94
CA-2015-106376,OFF-AR-10002671,4,1199.2
CA-2015-106376,TEC-PH-10002726,1,29.31
CA-2017-119823,OFF-PA-10000482,4,188.8
CA-2017-106075,OFF-BI-10004654,2,221.88
CA-2018-114440,OFF-PA-10004675,3,1436.13
US-2016-134026,FUR-CH-10000513,5,591.75
US-2016-134026,FUR-FU-10003708,4,1535.88
US-2016-134026,OFF-ST-10004123,4,1866.36
US-2018-118038,OFF-BI-10004182,4,1889.88
US-2018-118038,FUR-FU-10000260,4,754.32
US-2018-118038,OFF-ST-10000615,2,387.06
US-2015-147606,FUR-FU-10003194,3,822.69
CA-2017-127208,OFF-AP-10002118,3,1180.23
CA-2017-127208,OFF-BI-10002309,4,305.32
CA-2015-139451,OFF-AR-10002053,4,1521.96
CA-2015-139451,OFF-ST-10002370,1,403.68
CA-2016-149734,OFF-EN-10000927,1,433.35
US-2018-119662,OFF-ST-10003656,5,212.0
CA-2018-140088,FUR-CH-10000863,1,474.26
CA-2018-155558,TEC-AC-10001998,2,136.62
CA-2018-155558,OFF-LA-10000134,5,934.25
CA-2017-159695,OFF-ST-10003442,4,1260.56
CA-2017-109806,OFF-AR-10004930,2,922.18
CA-2017-109806,TEC-PH-10004093,3,1348.59
CA-2017-109806,OFF-PA-10000304,3,559.44
CA-2016-149587,OFF-PA-10003177,4,1855.96
CA-2016-149587,FUR-FU-10003799,1,283.94
CA-2016-149587,OFF-BI-10002852,3,520.23
US-2018-109484,OFF-BI-10004738,3,526.44
CA-2018-161018,FUR-FU-10000629,4,437.2
CA-2018-157833,OFF-BI-10001721,1,62.14
CA-2017-149223,OFF-AP-10000358,1,95.71
CA-2017-158568,OFF-PA-10003256,1,352.36
CA-2017-158568,TEC-AC-10001767,1,498.45
CA-2017-158568,OFF-BI-10002609,1,101.73
CA-2017-129903,OFF-PA-10004040,5,240.3
US-2016-156867,TEC-AC-10001552,2,987.36
US-2016-156867,FUR-FU-10004006,1,278.43
US-2016-156867,OFF-BI-10002794,2,435.6
CA-2018-119004,TEC-AC-10003499,4,550.92
CA-2018-119004,TEC-PH-10002844,4,1228.52
CA-2018-119004,OFF-AR-10000390,3,1252.47
CA-2016-129476,TEC-AC-10000844,4,965.76
CA-2018-146780,FUR-FU-10001934,2,450.66
CA-2017-128867,OFF-AR-10000380,5,257.3
CA-2017-128867,OFF-BI-10003981,3,1380.39
CA-2015-115259,OFF-FA-10000621,2,81.08
CA-2015-115259,OFF-EN-10002600,2,518.88
CA-2015-115259,OFF-PA-10004965,1,423.25
CA-2015-115259,OFF-EN-10002504,3,261.06
CA-2016-110457,FUR-TA-10001768,3,1117.62
US-2016-136476,OFF-BI-10003650,1,476.15
CA-2017-103730,FUR-FU-10002157,4,1297.76
CA-2017-103730,OFF-BI-10003910,5,2365.45
CA-2017-103730,OFF-ST-10000777,4,1597.2
CA-2017-103730,OFF-EN-10002500,2,151.3
CA-2017-103730,TEC-PH-10003875,5,1157.05
US-2015-152030,FUR-CH-10004063,3,287.67
US-2015-134614,FUR-TA-10004534,2,852.5
US-2018-107272,OFF-BI-10003274,5,825.2
US-2018-107272,OFF-ST-10002974,5,1201.25
US-2017-125969,FUR-CH-10001146,2,397.88
US-2017-125969,FUR-FU-10003773,1,429.82
US-2018-164147,TEC-PH-10002293,2,977.2
US-2018-164147,OFF-PA-10002377,4,961.72
US-2018-164147,OFF-FA-10002780,2,513.76
CA-2017-145583,OFF-PA-10001804,1,371.51
CA-2017-145583,OFF-PA-10001736,1,252.55
CA-2017-145583,OFF-AR-10001149,3,489.72
CA-2017-145583,OFF-FA-10002988,3,650.4
CA-2017-145583,OFF-BI-10004781,4,378.36
CA-2017-145583,OFF-SU-10001218,4,816.32
CA-2017-145583,FUR-FU-10001706,4,742.0
CA-2017-110366,FUR-FU-10004848,1,124.49
CA-2018-106180,OFF-AR-10000940,4,1977.92
CA-2018-106180,OFF-EN-10004030,5,2404.55
CA-2018-106180,OFF-PA-10004327,1,322.81
CA-2018-155376,OFF-AP-10001058,3,786.54
CA-2016-110744,OFF-ST-10003656,2,84.8
CA-2015-110072,FUR-FU-10000521,5,928.9
CA-2017-114489,TEC-PH-10000215,5,336.7
CA-2017-114489,TEC-PH-10001448,1,154.35
CA-2017-114489,FUR-CH-10000454,5,1886.75
CA-2017-114489,OFF-BI-10002735,1,396.46
CA-2017-158834,OFF-AP-10000326,1,437.01
CA-2017-158834,TEC-PH-10001254,5,983.15
CA-2016-124919,OFF-PA-10001950,3,1195.08
CA-2016-124919,OFF-PA-10002254,1,393.08
CA-2016-124919,OFF-ST-10001590,1,354.93
CA-2016-118948,OFF-AR-10001547,4,1361.64
CA-2015-104269,FUR-CH-10004063,1,95.89
CA-2017-114104,OFF-LA-10002475,5,1929.15
CA-2017-114104,TEC-PH-10004536,2,395.26
CA-2017-162733,OFF-PA-10002751,5,1798.1
CA-2016-119697,TEC-AC-10003657,4,633.6
CA-2017-154508,OFF-EN-10001990,1,255.7
CA-2017-113817,OFF-BI-10004002,2,781.26
CA-2015-139892,OFF-AR-10004441,4,1412.68
CA-2015-139892,TEC-MA-10000822,3,493.74
CA-2015-139892,OFF-ST-10000991,1,474.14
CA-2015-139892,FUR-CH-10004287,1,333.6
CA-2015-139892,OFF-AR-10002656,1,300.81
CA-2015-139892,OFF-AP-10002518,2,61.0
CA-2015-139892,TEC-PH-10003931,4,1139.28
CA-2015-118962,OFF-PA-10000659,3,432.24
CA-2015-118962,OFF-PA-10001144,3,1032.09
CA-2015-118962,FUR-CH-10003817,2,489.8
US-2015-100853,OFF-AP-10000891,3,1238.76
US-2015-100853,OFF-LA-10003148,5,1662.65
US-2018-152366,OFF-AP-10002684,4,1615.48
US-2016-101511,FUR-CH-10004698,5,951.25
US-2016-101511,OFF-SU-10002189,2,661.86
CA-2016-137225,OFF-AR-10001940,2,750.94
CA-2015-166191,OFF-ST-10003455,2,836.78
CA-2015-166191,TEC-AC-10004659,2,382.54
CA-2015-158274,TEC-PH-10003273,2,850.74
CA-2015-158274,TEC-PH-10004896,1,438.21
CA-2015-158274,TEC-AC-10002345,5,1759.8
CA-2017-105018,OFF-BI-10001890,4,1954.64
CA-2015-123260,TEC-AC-10002323,4,1917.4
CA-2017-157000,OFF-ST-10001328,1,271.12
CA-2017-157000,OFF-PA-10001950,3,1195.08
CA-2016-102281,FUR-BO-10002613,5,1382.2
CA-2016-102281,TEC-PH-10001552,4,415.72
CA-2016-102281,OFF-PA-10000061,2,844.78
CA-2016-102281,FUR-BO-10002545,1,471.96
CA-2016-102281,OFF-AR-10003514,2,940.52
CA-2016-131457,OFF-EN-10001509,1,127.35
CA-2015-140004,OFF-AR-10004685,5,1258.45
CA-2015-140004,OFF-AR-10004027,4,1413.72
CA-2018-107720,OFF-ST-10001414,2,733.7
US-2018-124303,OFF-BI-10000343,2,743.84
US-2018-124303,OFF-PA-10002749,4,426.48
CA-2018-105074,OFF-PA-10002666,3,1187.04
CA-2015-133690,FUR-TA-10004289,2,601.8
CA-2015-133690,OFF-AP-10003622,3,1023.42
US-2018-116701,OFF-AP-10003217,5,1124.4
CA-2018-126382,FUR-FU-10002960,1,321.28
CA-2018-108329,TEC-PH-10001918,3,1178.94
CA-2018-135860,OFF-ST-10000642,3,982.53
CA-2018-135860,TEC-PH-10001700,2,734.4
CA-2018-135860,OFF-BI-10003274,3,495.12
CA-2018-135860,OFF-FA-10000134,5,190.6
CA-2018-135860,OFF-ST-10001522,3,303.03
CA-2016-101007,TEC-AC-10001266,2,469.02
CA-2016-146262,OFF-LA-10004544,4,1335.24
CA-2016-146262,FUR-BO-10004695,2,258.08
CA-2016-146262,TEC-PH-10002844,4,1228.52
CA-2016-146262,TEC-MA-10000864,2,701.66
CA-2016-146262,TEC-AC-10000109,3,973.98
CA-2017-130162,OFF-ST-10001328,1,271.12
CA-2017-130162,TEC-PH-10002563,2,89.76
CA-2016-169397,OFF-FA-10000585,5,1245.0
CA-2016-169397,OFF-PA-10004000,5,662.35
CA-2016-169397,OFF-BI-10002852,3,520.23
CA-2016-169397,FUR-FU-10000087,3,152.16
CA-2016-169397,TEC-MA-10001148,2,176.86
CA-2016-169397,OFF-AR-10001958,1,175.74
CA-2016-163055,OFF-AR-10001026,4,444.92
CA-2016-163055,FUR-TA-10003748,1,116.85
CA-2016-163055,OFF-ST-10002485,1,41.94
US-2016-145436,FUR-CH-10004860,5,1230.15
US-2016-145436,FUR-CH-10004477,2,411.28
US-2015-156216,OFF-BI-10001679,3,946.8
US-2018-100930,FUR-TA-10001705,3,915.99
US-2018-100930,FUR-TA-10003473,3,413.94
US-2018-100930,OFF-BI-10001679,1,315.6
US-2018-100930,FUR-FU-10004017,4,1816.04
US-2018-100930,TEC-AC-10003832,2,50.62
CA-2018-160514,OFF-PA-10002479,4,870.2
CA-2017-157749,OFF-PA-10003349,2,314.6
CA-2017-157749,FUR-FU-10000576,4,879.08
CA-2017-157749,FUR-FU-10004351,2,159.32
CA-2017-157749,TEC-PH-10000011,5,2099.5
CA-2017-157749,FUR-TA-10002607,2,405.18
CA-2017-157749,FUR-FU-10002505,3,126.39
CA-2017-157749,OFF-AR-10004685,3,755.07
CA-2015-131926,FUR-CH-10004063,2,191.78
CA-2015-131926,OFF-ST-10002276,4,1265.76
CA-2015-131926,OFF-PA-10004082,1,70.04
CA-2015-131926,OFF-AP-10002945,1,283.98
CA-2015-131926,OFF-PA-10000061,3,1267.17
CA-2017-154739,FUR-CH-10002965,3,558.6
CA-2017-145625,OFF-PA-10004569,4,1203.72
CA-2017-145625,TEC-AC-10003832,2,50.62
CA-2017-146941,OFF-ST-10001228,3,1440.57
CA-2017-146941,OFF-EN-10003296,1,413.8
US-2016-159982,FUR-FU-10002505,5,210.65
US-2016-159982,OFF-ST-10004804,1,224.07
US-2016-159982,OFF-ST-10001590,4,1419.72
US-2016-159982,TEC-PH-10001580,5,2055.85
CA-2018-163139,TEC-AC-10000290,3,990.27
CA-2018-163139,OFF-ST-10002790,5,1002.45
CA-2018-163139,OFF-BI-10003460,5,462.5
US-2018-155299,OFF-AP-10002203,1,308.07
US-2015-106992,TEC-MA-10000822,3,493.74
US-2015-106992,TEC-MA-10003353,4,1171.32
CA-2017-125318,TEC-PH-10001433,4,1918.72
CA-2016-155040,TEC-AC-10004469,4,1939.2
CA-2018-136826,OFF-AR-10003602,5,1570.45
CA-2017-111010,OFF-FA-10003472,1,191.78
US-2018-145366,OFF-ST-10004180,5,2247.0
US-2018-145366,OFF-EN-10004386,3,76.35
CA-2018-163979,OFF-ST-10003208,5,381.3
CA-2016-155334,TEC-AC-10003628,4,1175.04
CA-2016-155334,FUR-FU-10003274,2,634.4
CA-2016-155334,OFF-BI-10002557,4,367.32
CA-2018-118136,OFF-PA-10002615,3,971.97
CA-2018-118136,OFF-AR-10001427,1,448.36
CA-2018-132976,OFF-PA-10000673,1,203.53
CA-2018-132976,OFF-PA-10004470,3,690.15
CA-2018-132976,OFF-ST-10000876,3,397.53
CA-2018-132976,OFF-LA-10002043,4,653.84
US-2016-161991,OFF-BI-10004967,3,1460.76
US-2016-161991,TEC-PH-10001760,5,1027.0
CA-2016-130890,FUR-TA-10002903,3,1444.62
CA-2016-130883,OFF-PA-10000474,2,918.06
CA-2016-130883,TEC-AC-10001956,1,308.01
CA-2016-130883,OFF-PA-10004100,3,445.26
CA-2017-112697,OFF-BI-10000778,2,981.94
CA-2017-112697,OFF-AP-10002684,3,1211.61
CA-2017-112697,OFF-SU-10000646,2,521.5
CA-2017-110772,OFF-FA-10002983,1,222.36
CA-2017-110772,OFF-LA-10004689,2,353.2
CA-2017-110772,TEC-AC-10002001,1,492.53
CA-2017-110772,FUR-BO-10004709,2,517.16
CA-2015-111451,FUR-FU-10004091,3,483.12
CA-2015-111451,FUR-CH-10001891,5,1257.7
CA-2015-111451,FUR-FU-10002918,1,82.9
CA-2015-111451,OFF-BI-10004593,2,640.6
CA-2015-111451,OFF-FA-10004854,5,1178.25
CA-2017-142545,OFF-PA-10002105,5,821.1
CA-2017-142545,OFF-ST-10002756,3,1188.93
CA-2017-142545,OFF-PA-10004243,5,2088.65
CA-2017-142545,FUR-FU-10001861,3,93.81
CA-2017-142545,OFF-BI-10002706,4,1111.88
US-2018-152380,FUR-TA-10002533,1,155.05
CA-2016-144253,FUR-FU-10002671,4,1877.0
CA-2015-130960,OFF-AR-10003651,3,1189.23
CA-2015-111003,OFF-BI-10001072,4,566.76
CA-2015-111003,OFF-AR-10002135,4,608.6
CA-2018-126774,OFF-AR-10002804,4,394.04
CA-2017-142902,FUR-FU-10001918,2,989.38
CA-2017-142902,FUR-CH-10004086,1,164.26
CA-2017-142902,FUR-FU-10001756,2,627.64
CA-2017-142902,OFF-LA-10000634,2,500.9
CA-2015-120887,FUR-FU-10001588,5,1656.6
CA-2015-167850,TEC-PH-10002398,3,935.49
CA-2015-167850,OFF-PA-10001937,2,756.3
CA-2015-164259,OFF-AR-10003373,5,405.7
CA-2015-164973,FUR-CH-10002602,2,772.38
CA-2015-164973,TEC-MA-10002927,3,503.49
CA-2015-164973,TEC-PH-10004093,4,1798.12
CA-2015-164973,TEC-AC-10000892,2,556.82
CA-2015-164973,OFF-ST-10002974,4,961.0
CA-2015-156601,OFF-FA-10000624,3,553.98
CA-2017-162138,OFF-BI-10004593,4,1281.2
CA-2017-162138,TEC-AC-10001908,4,663.96
CA-2018-153339,FUR-FU-10001967,5,1383.45
US-2017-141544,TEC-PH-10003645,2,491.12
US-2017-141544,OFF-ST-10000675,3,589.47
US-2017-141544,FUR-CH-10003312,3,1136.64
US-2017-141544,OFF-LA-10001074,1,305.63
US-2017-141544,OFF-BI-10001524,5,211.5
US-2017-150147,TEC-PH-10004614,3,434.7
US-2017-150147,OFF-BI-10001153,2,482.84
US-2017-150147,OFF-BI-10001982,4,1841.48
CA-2016-137946,OFF-BI-10001922,1,446.77
CA-2016-137946,TEC-CO-10001449,5,1420.8
CA-2016-137946,OFF-BI-10004140,5,159.6
CA-2015-129924,OFF-BI-10003314,5,1973.65
CA-2015-129924,FUR-TA-10004575,4,912.68
CA-2016-128167,OFF-FA-10000490,1,298.43
CA-2015-122336,OFF-AR-10000122,5,1806.95
CA-2015-122336,OFF-BI-10003656,5,710.6
CA-2015-122336,OFF-FA-10002780,3,770.64
CA-2015-122336,TEC-PH-10000702,2,650.62
US-2016-120712,OFF-ST-10000107,1,127.95
CA-2018-169901,TEC-PH-10002293,5,2443.0
CA-2018-134306,OFF-AR-10004027,4,1413.72
CA-2018-134306,OFF-PA-10000249,5,2408.5
CA-2018-134306,OFF-AR-10001374,2,507.78
CA-2017-129714,TEC-AC-10000290,1,330.09
CA-2017-129714,OFF-PA-10001970,4,1832.24
CA-2017-129714,OFF-BI-10002160,4,832.4
CA-2017-129714,OFF-BI-10004995,1,211.14
CA-2017-138520,FUR-BO-10002268,3,1288.95
CA-2017-138520,OFF-EN-10001137,3,354.96
CA-2017-138520,OFF-AR-10002399,2,331.62
CA-2017-138520,OFF-PA-10002713,2,838.52
CA-2017-130001,OFF-PA-10002666,4,1582.72
CA-2018-155698,OFF-AP-10001124,5,281.9
CA-2018-155698,OFF-LA-10001158,1,422.23
CA-2018-144904,OFF-LA-10001158,3,1266.69
CA-2018-144904,FUR-CH-10000785,2,709.9
CA-2018-144904,OFF-AR-10003732,4,922.36
CA-2018-144904,FUR-FU-10000023,1,161.02
CA-2015-123344,OFF-ST-10001713,4,223.76
CA-2017-155516,OFF-BI-10002412,3,1187.55
CA-2017-155516,OFF-SU-10001225,5,2287.85
CA-2017-155516,OFF-ST-10002406,3,278.31
CA-2017-155516,FUR-BO-10002545,5,2359.8
CA-2018-104745,OFF-PA-10002036,2,504.5
CA-2018-104745,OFF-ST-10002205,5,1429.1
US-2015-119137,OFF-BI-10001982,3,1381.11
US-2015-119137,TEC-AC-10003911,2,522.8
US-2015-119137,OFF-AR-10000658,2,364.2
US-2015-119137,TEC-AC-10002076,2,195.86
US-2017-134656,OFF-PA-10003039,2,606.56
US-2018-134481,FUR-TA-10004915,2,821.24
CA-2016-130792,OFF-AP-10000696,3,172.5
CA-2016-130792,OFF-ST-10003327,4,537.04
CA-2016-130792,OFF-BI-10000309,4,1657.24
CA-2017-134775,OFF-PA-10004734,4,1604.32
CA-2017-134775,OFF-BI-10002225,2,680.42
CA-2016-125395,TEC-AC-10004708,2,74.28
US-2016-168935,FUR-TA-10000617,4,1472.92
US-2016-168935,TEC-AC-10002335,5,2449.4
CA-2016-122756,TEC-MA-10001681,1,499.21
CA-2016-122756,FUR-FU-10001935,2,716.18
CA-2015-115973,OFF-AR-10004757,2,96.44
CA-2018-101798,OFF-BI-10000050,3,1274.94
CA-2018-101798,TEC-AC-10001998,5,341.55
US-2015-135972,TEC-PH-10003012,2,258.28
US-2015-135972,TEC-CO-10002313,1,331.73
US-2015-134971,OFF-BI-10003982,3,1431.96
CA-2018-102946,OFF-BI-10004492,2,726.82
CA-2018-165603,OFF-ST-10000798,4,355.8
CA-2018-165603,OFF-PA-10002552,5,819.65
CA-2016-122259,OFF-SU-10002573,5,2305.25
CA-2017-108987,OFF-ST-10001580,5,480.6
CA-2017-108987,FUR-BO-10004834,1,25.84
CA-2017-108987,OFF-ST-10000934,2,630.08
CA-2017-108987,TEC-AC-10000158,4,886.48
CA-2015-113166,OFF-PA-10001947,3,304.68
CA-2015-155208,OFF-AR-10003478,2,641.28
CA-2018-117933,OFF-AP-10004249,1,45.69
CA-2018-117457,TEC-AC-10000158,4,886.48
CA-2018-117457,TEC-CO-10004115,3,229.2
CA-2018-117457,OFF-PA-10003724,2,410.24
CA-2018-117457,FUR-TA-10002041,1,59.2
CA-2018-117457,OFF-PA-10002893,5,261.7
CA-2018-117457,OFF-LA-10003766,2,596.5
CA-2018-117457,OFF-PA-10001970,4,1832.24
CA-2018-117457,FUR-BO-10001972,2,884.54
CA-2018-117457,FUR-CH-10003956,3,266.43
CA-2018-142636,OFF-PA-10000157,4,920.16
CA-2018-142636,FUR-CH-10001891,4,1006.16
CA-2018-122105,OFF-AR-10004344,1,174.42
CA-2017-148796,FUR-CH-10004886,5,1550.5
CA-2018-154816,OFF-PA-10003845,2,515.1
CA-2018-110478,OFF-AR-10001573,3,1412.43
CA-2018-110478,OFF-EN-10000483,1,202.74
CA-2015-142048,TEC-AC-10004114,2,102.96
CA-2018-125388,FUR-FU-10004712,1,356.22
CA-2018-125388,OFF-ST-10000918,1,96.78
CA-2018-155705,FUR-CH-10000015,1,324.89
CA-2018-149160,FUR-FU-10003347,3,795.84
CA-2018-149160,OFF-BI-10001543,4,1829.8
CA-2015-101476,TEC-MA-10000029,4,1154.28
CA-2018-152275,OFF-AR-10000369,2,639.84
US-2017-123750,OFF-BI-10004584,2,300.08
US-2017-123750,TEC-AC-10004659,4,765.08
US-2017-123750,OFF-ST-10000617,4,1148.2
CA-2017-127369,OFF-ST-10003306,4,582.96
US-2015-150574,OFF-BI-10000773,1,381.52
US-2015-150574,TEC-AC-10002600,4,1082.28
CA-2017-147375,TEC-MA-10002937,4,354.2
CA-2017-147375,OFF-PA-10001970,3,1374.18
CA-2018-130043,OFF-PA-10002230,3,409.05
CA-2018-157252,FUR-CH-10003396,2,402.66
CA-2017-115756,FUR-FU-10000246,4,1499.84
CA-2017-115756,OFF-ST-10000060,1,110.18
CA-2017-115756,OFF-ST-10003058,2,727.64
CA-2017-115756,OFF-PA-10002222,1,336.13
CA-2017-115756,FUR-CH-10002372,3,196.47
CA-2017-115756,OFF-LA-10001317,3,1026.84
CA-2018-154214,FUR-FU-10000206,5,341.55
CA-2017-166674,OFF-AR-10000588,5,421.4
CA-2017-166674,OFF-ST-10001469,1,307.14
CA-2017-166674,OFF-AR-10001953,4,553.32
CA-2017-166674,OFF-AR-10003156,5,2207.7
CA-2017-166674,OFF-AR-10004974,4,1012.88
CA-2017-166674,TEC-PH-10002365,2,357.12
CA-2018-147277,FUR-TA-10001539,4,1811.72
CA-2018-147277,OFF-ST-10000142,1,403.32
CA-2017-100153,TEC-AC-10001772,5,194.95
US-2015-110674,FUR-CH-10000225,5,1846.9
US-2017-157945,FUR-CH-10002331,5,252.45
US-2017-157945,OFF-EN-10001415,4,386.52
CA-2016-109638,OFF-AP-10002472,2,954.44
CA-2016-109638,TEC-AC-10004571,3,1045.59
CA-2016-109638,OFF-BI-10001098,4,523.88
CA-2017-109869,FUR-FU-10000023,4,644.08
CA-2017-109869,FUR-TA-10001889,2,160.28
CA-2017-109869,OFF-BI-10000315,2,974.06
CA-2017-109869,OFF-SU-10003505,3,1022.7
CA-2017-109869,OFF-AP-10002578,3,1244.34
US-2016-101399,FUR-FU-10002918,5,414.5
CA-2018-154907,FUR-BO-10002824,2,182.78
US-2017-100419,OFF-BI-10002194,2,643.56
CA-2016-154144,OFF-PA-10004071,4,773.16
CA-2015-144666,OFF-ST-10002743,5,683.15
CA-2015-144666,FUR-BO-10001601,1,183.3
CA-2015-144666,TEC-PH-10002680,3,949.59
CA-2015-144666,OFF-ST-10001321,5,953.1
CA-2015-144666,OFF-PA-10001509,4,832.92
CA-2015-144666,OFF-PA-10003465,5,449.0
CA-2017-103891,TEC-PH-10000149,3,1259.31
CA-2017-152632,FUR-FU-10002671,2,938.5
CA-2017-100790,OFF-AR-10003045,5,1663.75
CA-2017-100790,OFF-ST-10000689,3,1221.42
CA-2015-134677,TEC-AC-10001445,3,692.58
CA-2015-127691,OFF-AR-10002053,3,1141.47
CA-2015-127691,TEC-AC-10002567,3,1288.5
CA-2018-140963,OFF-LA-10003923,5,1354.05
CA-2018-140963,FUR-BO-10001337,5,1532.5
CA-2018-140963,TEC-PH-10001924,3,891.9
CA-2015-154627,TEC-PH-10001363,2,753.16
CA-2015-133753,TEC-PH-10000376,1,212.87
CA-2015-133753,TEC-AC-10000303,4,284.28
CA-2015-133753,OFF-AR-10001953,2,276.66
CA-2015-113362,OFF-ST-10001809,4,163.0
CA-2015-113362,OFF-EN-10003845,5,605.7
CA-2017-169166,TEC-AC-10000991,3,131.22
US-2017-120929,FUR-TA-10001857,2,894.8
CA-2016-134782,OFF-EN-10001434,1,253.47
CA-2017-126158,OFF-BI-10002498,3,1158.51
CA-2017-126158,FUR-FU-10004864,3,75.63
CA-2017-126158,FUR-CH-10002602,2,772.38
CA-2017-126158,FUR-FU-10000073,2,496.68
US-2017-105578,OFF-BI-10001670,3,1342.92
US-2017-105578,OFF-BI-10001658,4,1277.0
US-2017-105578,FUR-CH-10001215,2,457.22
US-2017-105578,OFF-BI-10000831,3,738.45
US-2017-105578,OFF-PA-10000357,4,289.52
CA-2018-134978,OFF-BI-10003274,2,330.08
CA-2016-145352,OFF-AR-10001662,2,196.94
CA-2016-145352,OFF-AR-10003856,5,502.7
CA-2016-145352,OFF-ST-10001228,3,1440.57
CA-2016-145352,OFF-BI-10003527,4,832.76
CA-2018-135307,FUR-FU-10001290,2,886.32
CA-2018-135307,TEC-AC-10002399,5,486.25
CA-2017-106341,OFF-AR-10002053,2,760.98
CA-2018-163405,OFF-AR-10003811,4,582.72
CA-2018-163405,OFF-AR-10001246,1,156.78
CA-2018-127432,TEC-CO-10003236,2,203.46
CA-2018-127432,OFF-ST-10004507,5,806.75
CA-2018-127432,OFF-PA-10001667,5,683.5
CA-2018-127432,OFF-ST-10004459,3,761.91
CA-2016-157812,TEC-AC-10000171,4,415.32
CA-2016-157812,OFF-ST-10000736,1,40.25
CA-2016-157812,OFF-BI-10000285,1,464.15
CA-2018-145142,FUR-TA-10001857,3,1342.2
US-2017-139486,TEC-PH-10003555,5,1001.3
US-2017-139486,TEC-AC-10003832,3,75.93
CA-2016-158792,OFF-FA-10002815,2,703.32
CA-2018-113558,FUR-CH-10003379,4,1380.24
CA-2018-113558,FUR-FU-10001756,2,627.64
US-2016-138303,OFF-ST-10004963,1,249.07
US-2016-138303,OFF-SU-10002881,4,1896.28
US-2016-138303,OFF-EN-10001335,3,243.03
CA-2016-102848,FUR-CH-10000595,2,685.14
US-2018-129441,FUR-FU-10000448,5,816.35
CA-2017-168753,TEC-PH-10000984,3,1036.11
CA-2017-168753,OFF-BI-10002557,4,367.32
CA-2017-126613,OFF-ST-10001325,1,371.42
US-2018-122637,OFF-BI-10002429,2,205.06
